ID,spell_used,trap_used,character,position,location,assists,damage_amount,towers_damage,rooms_damage,deaths,money_total,kill_death_ratio,kills_total,level,controlling_time,total_damage,earned_damage,special_enemy_killed,room_kills,main_score,target
203,4,3,Vex,Side.red,Lane.bot_lane,7.0,0,1883,0,10,6576,0.7,0,13,16,67388,18364,128,0,16,False
204,4,12,Gnar,Side.red,Lane.top_lane,7.0,597,597,597,4,8684,3.0,5,13,26,83814,22533,143,0,11,False
205,6,4,Tryndamere,Side.red,Lane.mid_lane,1.0,2541,6798,2541,7,10270,0.8571428571428571,5,14,6,133203,24120,201,1,25,False
206,4,12,TwistedFate,Side.red,Lane.mid_lane,19.0,6495,6757,6495,7,14745,4.142857142857143,10,16,52,116449,23082,172,4,26,True
207,12,14,Akali,Side.blue,Lane.top_lane,2.0,0,320,0,8,9850,1.25,8,14,3,107324,25310,149,0,13,False
208,14,12,Camille,Side.red,Lane.top_lane,4.0,4238,17886,4238,3,9867,3.0,5,14,15,86933,16043,128,4,10,True
209,4,14,Yasuo,Side.blue,Lane.mid_lane,9.0,604,19502,604,6,11671,2.1666666666666665,4,15,19,158140,24654,178,0,22,True
210,4,7,Varus,Side.red,Lane.bot_lane,10.0,2017,11179,2017,4,16176,4.5,8,17,25,244001,16647,267,1,60,False
211,4,14,Zoe,Side.blue,Lane.mid_lane,5.0,903,903,903,6,10109,1.8333333333333333,6,14,29,105036,14025,177,0,20,False
212,14,4,Leona,Side.blue,Lane.utility,18.0,0,574,0,8,8712,2.375,1,13,52,28732,24377,42,0,86,False
213,7,4,Jhin,Side.blue,Lane.bot_lane,8.0,2356,5556,2356,7,10625,2.142857142857143,7,13,24,129782,15884,176,0,23,True
214,4,14,Lulu,Side.red,Lane.utility,11.0,1353,1853,1353,3,7308,5.0,4,11,30,19152,8784,17,1,49,True
215,12,4,Singed,Side.red,Lane.top_lane,8.0,835,12786,835,5,9347,2.8,6,13,21,108799,19597,140,0,21,False
216,4,11,LeeSin,Side.red,Lane.jungle,4.0,270,4907,270,6,10202,1.5,5,14,10,134545,30114,33,0,25,False
217,4,3,Kaisa,Side.blue,Lane.bot_lane,7.0,0,0,0,6,11238,1.8333333333333333,4,14,3,140786,17609,179,0,28,False
218,4,14,Lulu,Side.blue,Lane.utility,9.0,736,736,736,3,5741,3.6666666666666665,2,8,13,15555,6182,9,1,28,True
219,4,12,Urgot,Side.blue,Lane.top_lane,2.0,2101,2101,2101,10,8838,0.2,0,13,16,108232,23795,168,0,19,False
220,3,4,Lux,Side.red,Lane.utility,18.0,2034,5370,2034,2,11606,12.5,7,14,55,72268,10150,70,0,113,True
221,4,11,Nidalee,Side.red,Lane.jungle,3.0,0,1244,0,6,6711,1.0,3,10,2,82743,18847,19,0,17,False
222,12,4,Lucian,Side.red,Lane.top_lane,5.0,2841,19026,2841,10,13405,1.0,5,15,3,188540,23013,233,1,39,False
223,4,12,TwistedFate,Side.red,Lane.mid_lane,4.0,0,649,0,5,7857,1.4,3,12,23,70470,11243,154,0,12,False
224,4,7,Ezreal,Side.blue,Lane.bot_lane,3.0,3607,3607,3607,3,8476,2.333333333333333,4,11,0,65121,7008,127,4,8,True
225,11,4,Qiyana,Side.red,Lane.jungle,5.0,0,15503,0,10,8740,0.7,2,13,11,128845,23482,24,0,14,False
226,4,11,LeeSin,Side.blue,Lane.jungle,5.0,1263,15869,1263,3,10780,4.0,7,13,15,144851,32439,31,1,23,False
227,4,7,Sona,Side.blue,Lane.bot_lane,13.0,428,510,428,12,6878,1.0833333333333333,0,12,13,23159,20890,39,0,38,False
228,4,12,Urgot,Side.blue,Lane.top_lane,5.0,0,0,0,12,11918,1.0,7,15,14,131746,30555,177,0,18,False
229,6,12,Nasus,Side.blue,Lane.top_lane,4.0,3138,5571,3138,6,11481,1.8333333333333333,7,16,10,126732,30381,164,1,6,True
230,4,11,Gragas,Side.red,Lane.jungle,8.0,637,39627,637,2,11189,7.5,7,15,33,189341,28045,35,3,17,True
231,14,4,Lux,Side.blue,Lane.utility,11.0,1339,1521,1339,0,6024,12.0,1,9,22,24670,3058,15,0,27,True
232,12,4,Irelia,Side.red,Lane.top_lane,8.0,5412,7501,5412,6,12104,2.333333333333333,6,15,15,155071,24866,222,2,19,False
233,7,4,MissFortune,Side.red,Lane.bot_lane,2.0,0,128,0,4,8863,1.25,3,13,10,91808,11125,193,0,24,False
234,4,12,Urgot,Side.red,Lane.top_lane,1.0,8529,8737,8529,6,9071,0.3333333333333333,1,12,6,85770,15288,135,3,11,False
235,12,4,Graves,Side.red,Lane.top_lane,3.0,5242,5521,5242,3,10462,3.6666666666666665,8,13,10,112496,13024,163,2,13,True
236,4,7,Jinx,Side.blue,Lane.bot_lane,14.0,9658,15420,9658,4,11291,5.25,7,12,16,117074,12435,141,3,21,True
237,4,12,Lissandra,Side.red,Lane.mid_lane,16.0,1198,1490,1198,6,12986,3.8333333333333335,7,16,76,130426,23244,176,1,29,True
238,12,4,Vex,Side.blue,Lane.mid_lane,1.0,75,75,75,2,6147,1.5,2,10,16,51728,5620,124,0,19,False
239,7,4,Lux,Side.red,Lane.bot_lane,8.0,2038,6357,2038,6,12118,3.0,10,14,25,120988,11357,174,1,19,True
240,4,3,Lucian,Side.blue,Lane.top_lane,15.0,6857,20516,6857,6,15013,3.6666666666666665,7,17,11,174030,20043,199,1,36,True
241,12,4,Sylas,Side.blue,Lane.mid_lane,2.0,8486,8486,8486,1,13602,21.0,19,13,27,112570,20482,148,2,7,True
242,4,1,Ezreal,Side.red,Lane.bot_lane,1.0,1904,2948,1904,8,9738,0.5,3,12,0,76119,14822,154,1,8,False
243,4,12,Vex,Side.red,Lane.mid_lane,9.0,1480,1480,1480,7,8546,1.5714285714285714,2,12,33,85068,16891,144,0,17,False
244,14,4,Sona,Side.red,Lane.utility,5.0,411,973,411,7,5486,1.0,2,8,9,15996,12812,10,0,35,False
245,7,4,Jhin,Side.red,Lane.bot_lane,14.0,2470,7671,2470,7,15676,3.857142857142857,13,16,21,219191,19958,232,0,24,False
246,4,11,LeeSin,Side.red,Lane.jungle,3.0,251,4185,251,7,11777,1.2857142857142858,6,15,23,178109,37838,39,0,26,False
247,4,12,Fiora,Side.red,Lane.top_lane,11.0,15109,17429,15109,4,13787,5.0,9,16,4,142902,31455,166,5,18,True
248,4,14,Nami,Side.blue,Lane.utility,19.0,837,837,837,6,8376,3.5,2,12,12,10816,11610,15,1,55,True
249,14,4,Lulu,Side.blue,Lane.utility,17.0,736,1465,736,4,7485,4.5,1,12,20,18669,9395,14,1,54,True
250,4,14,Leona,Side.blue,Lane.utility,19.0,791,2691,791,6,9202,4.0,5,14,52,24820,18935,29,1,81,True
251,4,14,Karma,Side.blue,Lane.utility,9.0,239,239,239,10,5760,0.9,0,10,32,22067,17587,18,0,39,False
252,11,4,Qiyana,Side.blue,Lane.jungle,15.0,1791,52210,1791,8,20018,4.125,18,18,26,345622,50524,56,3,57,True
253,4,12,Jayce,Side.red,Lane.top_lane,11.0,10088,19289,10088,4,13167,4.0,5,16,8,180094,17516,215,5,27,True
254,4,12,TwistedFate,Side.blue,Lane.mid_lane,11.0,2746,7752,2746,0,8676,14.0,3,13,27,89782,8509,143,1,21,True
255,12,4,Riven,Side.red,Lane.top_lane,2.0,0,0,0,9,6637,0.4444444444444444,2,12,15,41330,17591,118,0,12,False
256,4,12,Azir,Side.blue,Lane.mid_lane,9.0,3067,7874,3067,9,13115,1.4444444444444444,4,16,18,180720,24578,226,1,37,False
257,14,4,Yone,Side.red,Lane.mid_lane,2.0,566,566,566,9,8841,0.5555555555555556,3,13,13,109365,19868,154,0,10,False
258,4,11,LeeSin,Side.red,Lane.jungle,10.0,0,41063,0,8,16297,2.75,12,18,32,239483,64380,49,0,46,False
259,12,14,Camille,Side.red,Lane.top_lane,3.0,3409,4362,3409,5,8960,1.2,3,12,13,67345,15971,153,1,7,False
260,12,14,Akali,Side.blue,Lane.top_lane,1.0,0,0,0,4,7274,1.25,4,11,1,44401,13972,101,0,5,False
261,14,4,Leona,Side.red,Lane.utility,13.0,80,1015,80,11,9330,1.2727272727272727,1,14,84,21799,36394,34,0,93,False
262,4,14,Pyke,Side.red,Lane.utility,13.0,1772,1772,1772,7,14049,3.2857142857142856,10,14,21,29694,17109,39,2,96,True
263,7,14,Yuumi,Side.blue,Lane.utility,9.0,73,73,73,5,4555,1.8,0,8,11,7145,7728,3,0,29,False
264,4,12,Xerath,Side.red,Lane.mid_lane,11.0,1299,8941,1299,6,17917,3.1666666666666665,8,18,19,254530,17720,243,0,42,True
265,4,11,LeeSin,Side.red,Lane.jungle,10.0,0,26485,0,4,12839,4.5,8,16,21,167743,46280,46,0,36,True
266,4,12,TwistedFate,Side.red,Lane.mid_lane,6.0,55,1797,55,8,7001,1.125,3,11,27,56397,18007,91,0,9,False
267,4,7,Vayne,Side.red,Lane.bot_lane,9.0,3850,29198,3850,5,14206,3.8,10,15,9,188504,18450,168,1,35,True
268,11,4,Talon,Side.blue,Lane.jungle,18.0,0,15758,0,14,14344,1.7857142857142858,7,17,13,187613,39888,42,0,69,True
269,14,4,Leona,Side.red,Lane.utility,13.0,80,1015,80,11,9330,1.2727272727272727,1,14,84,21799,36394,34,0,93,False
270,4,14,Zed,Side.blue,Lane.mid_lane,8.0,604,3111,604,6,8068,2.0,4,13,4,69624,12103,123,0,23,True
271,4,12,Galio,Side.blue,Lane.mid_lane,18.0,3783,5718,3783,1,10865,26.0,8,14,39,90558,13056,139,1,18,True
272,14,4,Janna,Side.blue,Lane.utility,17.0,891,891,891,4,10482,5.5,5,14,46,37704,14616,46,1,62,False
273,11,4,LeeSin,Side.blue,Lane.jungle,10.0,2728,21128,2728,1,11500,21.0,11,14,18,129389,22374,16,2,18,True
274,11,4,Graves,Side.blue,Lane.jungle,1.0,0,2375,0,4,5737,0.5,1,10,7,84130,10296,15,0,12,False
275,4,11,Khazix,Side.blue,Lane.jungle,8.0,174,22452,174,5,11567,3.0,7,14,11,129014,23662,13,0,37,False
276,4,14,Zilean,Side.red,Lane.utility,2.0,66,1626,66,7,3523,0.2857142857142857,0,7,2,13367,7400,22,0,20,False
277,4,7,Jhin,Side.blue,Lane.bot_lane,22.0,4083,16142,4083,7,22191,5.142857142857143,14,18,51,377381,37188,301,2,41,False
278,12,4,Akshan,Side.blue,Lane.mid_lane,8.0,2331,2436,2331,5,8888,2.8,6,12,0,69700,17869,113,0,18,True
279,14,4,Taric,Side.blue,Lane.utility,23.0,1547,1953,1547,1,7103,24.0,1,11,19,25064,9178,32,0,47,True
280,4,11,Viego,Side.blue,Lane.jungle,10.0,0,21198,0,7,16026,3.2857142857142856,13,17,34,203905,37350,46,0,30,False
281,4,14,Nami,Side.red,Lane.utility,23.0,3542,5304,3542,3,12397,10.0,7,16,25,31763,19453,17,1,102,True
282,4,7,Aphelios,Side.blue,Lane.bot_lane,8.0,2768,9869,2768,10,11409,0.9,1,15,29,172273,21121,227,1,35,False
283,4,12,Irelia,Side.blue,Lane.top_lane,9.0,5263,13482,5263,5,12073,3.8,10,13,14,120896,25185,154,3,16,True
284,12,4,Gnar,Side.red,Lane.top_lane,4.0,3061,9885,3061,5,10754,1.4,3,16,12,132217,25210,194,1,34,True
285,4,12,Singed,Side.blue,Lane.mid_lane,23.0,1944,10668,1944,5,16486,6.0,7,18,64,220247,54160,240,0,61,False
286,14,12,Ekko,Side.red,Lane.mid_lane,3.0,13456,20052,13456,6,13943,2.0,9,16,14,186660,23238,206,4,27,True
287,12,4,Syndra,Side.red,Lane.mid_lane,3.0,2576,4583,2576,7,11710,1.5714285714285714,8,15,30,119826,23329,184,1,16,False
288,4,12,Kennen,Side.blue,Lane.top_lane,11.0,5189,5189,5189,9,15631,2.6666666666666665,13,16,24,153792,24941,170,2,36,False
289,4,14,Lulu,Side.blue,Lane.utility,20.0,695,2765,695,6,8719,4.0,4,14,24,15631,13137,23,0,68,True
290,11,6,Hecarim,Side.blue,Lane.jungle,7.0,2064,47514,2064,1,13214,20.0,13,14,13,178493,30496,20,1,20,True
291,4,14,Braum,Side.red,Lane.utility,22.0,318,904,318,21,11463,1.1428571428571428,2,16,48,28317,58759,28,0,69,False
292,4,14,Riven,Side.blue,Lane.top_lane,7.0,4508,9201,4508,6,14710,3.8333333333333335,16,16,28,131707,24394,166,3,36,True
293,14,12,Aatrox,Side.blue,Lane.top_lane,5.0,0,7090,0,11,13066,1.0,6,16,21,133717,41628,206,0,31,False
294,1,4,Caitlyn,Side.red,Lane.bot_lane,17.0,3303,16885,3303,9,19474,3.2222222222222223,12,18,19,293229,26815,284,2,42,False
295,4,11,LeeSin,Side.red,Lane.jungle,5.0,0,26321,0,4,10320,3.0,7,13,11,125802,27269,9,0,28,False
296,4,7,Lulu,Side.red,Lane.utility,17.0,557,2721,557,1,6857,19.0,2,11,7,18738,7606,11,0,29,True
297,4,14,Nautilus,Side.blue,Lane.utility,15.0,464,464,464,14,6759,1.2857142857142858,3,11,50,18070,23730,19,0,31,False
298,4,12,Yasuo,Side.blue,Lane.top_lane,5.0,2271,9601,2271,7,9395,0.7142857142857143,0,14,14,134814,16308,188,1,14,True
299,7,4,Jhin,Side.blue,Lane.bot_lane,18.0,7507,33246,7507,4,16953,8.25,15,16,37,184507,22022,182,2,20,True
300,4,12,Xerath,Side.red,Lane.bot_lane,12.0,4167,5948,4167,3,14461,7.333333333333333,10,15,24,155818,14565,176,2,20,True
301,12,4,Vladimir,Side.red,Lane.top_lane,9.0,2838,6368,2838,5,12414,2.2,2,17,2,162023,31714,224,1,20,True
302,12,4,Corki,Side.blue,Lane.mid_lane,8.0,2477,6978,2477,11,20965,1.818181818181818,12,18,4,247863,31678,258,1,46,True
303,4,12,Viktor,Side.red,Lane.bot_lane,7.0,0,0,0,9,7948,1.0,2,12,13,60021,15336,112,0,11,False
304,4,14,Teemo,Side.red,Lane.top_lane,12.0,1541,6995,1541,8,14819,2.625,9,17,54,176325,31630,208,0,50,False
305,11,4,Rengar,Side.red,Lane.jungle,8.0,8742,68474,8742,2,14835,9.0,10,17,17,249513,31512,46,5,36,True
306,4,3,Caitlyn,Side.red,Lane.bot_lane,6.0,11602,23269,11602,4,11848,3.25,7,14,15,162946,16592,200,1,15,True
307,4,11,XinZhao,Side.red,Lane.jungle,8.0,2497,17639,2497,7,13424,2.0,6,17,16,165436,39890,77,0,48,True
308,4,11,LeeSin,Side.red,Lane.jungle,6.0,1781,15916,1781,6,13898,3.333333333333333,14,14,28,160019,39531,50,1,22,False
309,4,12,Irelia,Side.red,Lane.mid_lane,15.0,5182,11605,5182,7,16529,4.571428571428571,17,16,18,171202,42680,209,1,10,True
310,4,11,Viego,Side.red,Lane.jungle,11.0,2882,9736,2882,2,8156,10.5,10,10,15,73175,17093,17,2,20,True
311,4,11,JarvanIV,Side.blue,Lane.jungle,13.0,57,15869,57,4,10087,4.75,6,13,13,107598,23559,35,0,22,True
312,4,12,Ziggs,Side.blue,Lane.bot_lane,12.0,43881,44067,43881,5,11671,3.4,5,13,13,179897,12202,178,9,15,True
313,6,4,Tryndamere,Side.red,Lane.top_lane,0.0,4680,24114,4680,4,10808,0.25,1,14,6,159259,18691,218,2,13,False
314,4,14,Janna,Side.blue,Lane.utility,14.0,1841,4185,1841,5,10036,3.6,4,15,41,39511,18813,41,0,76,False
315,12,4,Graves,Side.red,Lane.top_lane,4.0,8023,31500,8023,8,15659,1.75,10,15,16,177853,27658,209,4,34,False
316,4,14,Thresh,Side.blue,Lane.utility,21.0,871,2639,871,5,8619,4.4,1,13,30,23840,15806,32,0,73,True
317,4,3,Zilean,Side.red,Lane.utility,7.0,99,235,99,6,4301,1.1666666666666667,0,7,17,8813,8512,14,0,29,False
318,4,3,Kaisa,Side.blue,Lane.bot_lane,2.0,3122,3923,3122,3,8152,2.0,4,11,1,91210,9100,149,1,17,True
319,4,12,Ryze,Side.blue,Lane.mid_lane,13.0,2906,7147,2906,6,12835,3.8333333333333335,10,15,32,139901,23806,175,0,16,True
320,4,11,Evelynn,Side.red,Lane.jungle,5.0,0,5310,0,4,9710,3.75,10,13,9,100640,18841,8,0,20,True
321,7,3,Yuumi,Side.red,Lane.utility,14.0,579,625,579,5,8987,3.2,2,15,28,17962,11113,8,0,47,False
322,14,12,Ekko,Side.red,Lane.mid_lane,4.0,5231,10087,5231,6,15831,2.5,11,17,24,224003,29416,234,1,14,False
323,4,12,Sylas,Side.blue,Lane.mid_lane,16.0,0,7984,0,3,11819,8.666666666666666,10,15,33,99251,27508,133,0,11,True
324,4,11,LeeSin,Side.red,Lane.jungle,11.0,1372,26390,1372,3,10479,6.333333333333333,8,13,22,129392,24031,17,2,22,True
325,4,12,Irelia,Side.red,Lane.top_lane,4.0,5523,6056,5523,0,11369,11.0,7,14,7,124794,12703,203,2,23,True
326,4,11,Nidalee,Side.red,Lane.jungle,6.0,123,15837,123,6,10321,1.8333333333333333,5,13,1,145278,30082,33,0,34,False
327,4,12,Syndra,Side.red,Lane.mid_lane,10.0,2254,3570,2254,2,13266,8.5,7,16,25,178852,10794,212,1,34,True
328,4,11,Viego,Side.blue,Lane.jungle,7.0,1554,23784,1554,1,11332,15.0,8,13,9,116558,17697,37,3,20,True
329,7,4,Kaisa,Side.red,Lane.bot_lane,5.0,1129,3768,1129,6,8359,1.0,1,12,0,105808,17393,196,0,13,False
330,11,4,LeeSin,Side.blue,Lane.jungle,8.0,296,3598,296,10,11168,1.5,7,14,20,129054,39952,29,0,31,False
331,14,12,MonkeyKing,Side.blue,Lane.top_lane,3.0,380,380,380,4,6546,1.25,2,12,6,50778,16119,123,0,12,False
332,4,12,Kassadin,Side.red,Lane.mid_lane,1.0,752,1054,752,6,13468,2.1666666666666665,12,14,19,118833,26001,168,0,21,False
333,4,12,Chogath,Side.red,Lane.top_lane,1.0,1170,2981,1170,7,9854,1.1428571428571428,7,13,54,93208,20567,154,0,19,False
334,4,12,Corki,Side.red,Lane.mid_lane,7.0,5094,13703,5094,8,18250,1.875,8,18,8,287669,28064,266,3,37,False
335,4,11,Karthus,Side.red,Lane.jungle,3.0,0,6625,0,8,7909,0.875,4,10,16,104997,18328,33,0,15,False
336,4,7,Jhin,Side.red,Lane.bot_lane,2.0,568,1239,568,5,5080,0.8,2,9,5,34429,8112,90,0,12,False
337,4,14,Leona,Side.red,Lane.utility,21.0,818,2777,818,10,9176,2.3,2,13,62,20505,25276,35,2,78,True
338,4,14,Nami,Side.blue,Lane.utility,25.0,2274,2729,2274,5,8723,5.0,0,14,28,18381,13915,15,0,110,True
339,14,4,Lux,Side.red,Lane.utility,18.0,811,3188,811,6,10046,3.5,3,13,60,35396,13905,28,1,75,True
340,4,7,Jhin,Side.red,Lane.bot_lane,8.0,4612,14801,4612,2,14580,7.0,6,17,26,230696,14718,226,3,28,True
341,4,11,Zed,Side.red,Lane.jungle,5.0,0,15838,0,6,11022,1.6666666666666667,5,15,5,192159,28843,38,0,40,False
342,4,12,DrMundo,Side.blue,Lane.top_lane,9.0,9188,13996,9188,4,12002,3.25,4,16,18,147966,28928,190,2,23,True
343,11,4,Nidalee,Side.blue,Lane.jungle,7.0,1431,30180,1431,3,13280,5.666666666666667,10,16,5,207572,30162,42,2,23,True
344,4,11,LeeSin,Side.blue,Lane.jungle,11.0,1656,19924,1656,8,12662,2.625,10,16,20,139672,38067,20,1,41,True
345,11,6,Hecarim,Side.blue,Lane.jungle,14.0,976,21889,976,4,11516,4.75,5,15,25,162116,30834,34,1,35,True
346,4,11,JarvanIV,Side.red,Lane.jungle,3.0,140,8424,140,4,9321,3.5,11,11,25,93037,20701,15,0,31,False
347,4,11,Qiyana,Side.blue,Lane.jungle,7.0,3180,36225,3180,2,19038,18.5,30,17,24,256610,29955,42,2,26,True
348,4,7,Jhin,Side.red,Lane.bot_lane,10.0,0,0,0,7,7217,1.5714285714285714,1,12,20,84805,17817,153,0,25,False
349,4,3,Xayah,Side.blue,Lane.bot_lane,13.0,6786,6786,6786,4,9774,4.0,3,11,7,100625,12539,145,3,12,True
350,4,7,Jhin,Side.red,Lane.bot_lane,16.0,5624,17638,5624,6,18108,5.333333333333333,16,18,14,203657,26047,222,4,54,True
351,3,4,Rakan,Side.red,Lane.utility,13.0,20,200,20,10,8160,1.6,3,11,39,19170,21736,26,0,69,False
352,12,4,Ziggs,Side.red,Lane.bot_lane,3.0,12361,12361,12361,9,8754,0.7777777777777778,4,12,10,102548,16168,139,2,29,False
353,4,3,Kaisa,Side.blue,Lane.bot_lane,12.0,5750,34534,5750,2,15711,10.5,9,18,3,215506,18282,214,4,12,True
354,4,12,DrMundo,Side.red,Lane.top_lane,5.0,2384,12011,2384,3,10330,2.0,1,14,9,138763,21379,206,1,12,False
355,4,12,Jayce,Side.blue,Lane.top_lane,10.0,8278,15946,8278,13,15668,1.1538461538461535,5,17,12,202512,32669,188,2,36,True
356,3,4,Jhin,Side.red,Lane.bot_lane,1.0,2217,2217,2217,10,7816,0.3,2,11,15,87996,15417,166,1,18,False
357,4,3,Karma,Side.blue,Lane.utility,12.0,1058,1058,1058,12,9475,1.5833333333333333,7,12,40,33541,23410,17,0,78,False
358,11,4,LeeSin,Side.red,Lane.jungle,7.0,0,6709,0,8,8902,1.375,4,14,16,105298,40380,13,0,29,False
359,4,11,Kindred,Side.blue,Lane.jungle,10.0,6666,52464,6666,4,20280,7.25,19,18,11,314696,26355,109,4,56,True
360,11,6,Singed,Side.red,Lane.jungle,8.0,0,9912,0,7,7620,1.2857142857142858,1,12,14,117080,27593,49,0,14,False
361,12,4,Cassiopeia,Side.blue,Lane.top_lane,9.0,6170,16279,6170,9,16945,2.333333333333333,12,16,27,216008,33159,246,2,23,False
362,14,4,Leona,Side.red,Lane.utility,18.0,715,2861,715,5,8372,3.8,1,14,53,23298,18331,40,1,72,True
363,14,12,Gwen,Side.red,Lane.top_lane,4.0,6177,6177,6177,5,9646,1.2,2,15,4,112588,19579,197,2,27,False
364,11,4,Ekko,Side.blue,Lane.jungle,3.0,6332,26778,6332,0,11823,17.0,14,13,8,164448,17212,49,4,11,True
365,4,11,Nidalee,Side.red,Lane.jungle,8.0,1748,31223,1748,4,10827,3.0,4,14,3,150920,30453,18,1,27,True
366,14,12,Aatrox,Side.blue,Lane.top_lane,1.0,944,944,944,4,7481,0.5,1,13,21,88654,21035,173,0,20,False
367,14,4,Qiyana,Side.blue,Lane.mid_lane,8.0,2946,3517,2946,3,15915,8.666666666666666,18,17,21,160315,18970,199,3,32,True
368,12,4,Sion,Side.blue,Lane.top_lane,10.0,8524,8665,8524,2,11158,6.0,2,16,23,119835,19318,212,3,31,True
369,14,4,Swain,Side.blue,Lane.utility,14.0,1111,1644,1111,8,10774,2.875,9,14,39,42698,24532,25,0,77,False
370,4,12,Veigar,Side.red,Lane.bot_lane,5.0,0,2185,0,6,12810,2.0,7,15,37,185781,19558,208,0,29,False
371,4,12,Sett,Side.red,Lane.top_lane,5.0,2202,8381,2202,7,12153,1.7142857142857142,7,15,27,111814,39207,160,1,21,False
372,11,4,Talon,Side.red,Lane.jungle,6.0,0,15208,0,9,11862,1.3333333333333333,6,15,6,183689,32384,32,0,32,False
373,14,4,Taric,Side.blue,Lane.utility,7.0,0,2931,0,6,5867,1.5,2,10,25,27873,14793,43,0,31,False
374,4,14,Yasuo,Side.blue,Lane.mid_lane,3.0,3961,26638,3961,3,12319,4.333333333333333,10,14,18,162854,14954,174,4,21,True
375,14,6,Singed,Side.blue,Lane.top_lane,1.0,336,1109,336,4,6929,0.25,0,12,14,90191,14455,151,0,12,False
376,11,14,Talon,Side.red,Lane.jungle,8.0,1213,22151,1213,11,18643,1.9090909090909087,13,18,4,233163,34237,97,0,37,False
377,4,3,Ezreal,Side.blue,Lane.bot_lane,7.0,4263,10777,4263,6,13978,2.6666666666666665,9,15,8,188114,21991,219,3,41,False
378,4,14,Brand,Side.blue,Lane.utility,6.0,300,300,300,16,8853,0.6875,5,12,13,38037,20740,47,0,66,False
379,4,12,Irelia,Side.red,Lane.mid_lane,4.0,973,4542,973,7,7605,0.7142857142857143,1,13,8,89397,17708,172,0,10,False
380,4,14,Draven,Side.blue,Lane.mid_lane,8.0,3758,4351,3758,14,14729,0.9285714285714286,5,17,11,170918,35961,226,0,14,False
381,4,7,Jinx,Side.red,Lane.bot_lane,16.0,10738,10738,10738,4,13070,6.5,10,14,13,137979,15592,173,4,14,True
382,4,11,Qiyana,Side.red,Lane.jungle,4.0,757,37395,757,2,14395,10.0,16,15,20,212241,29144,26,1,44,True
383,14,4,Bard,Side.blue,Lane.utility,7.0,465,1784,465,6,6435,1.3333333333333333,1,11,18,14608,14590,10,0,49,True
384,4,12,Urgot,Side.blue,Lane.top_lane,10.0,2489,8272,2489,3,11765,4.666666666666667,4,16,22,144128,19037,185,2,35,True
385,1,4,MasterYi,Side.red,Lane.mid_lane,0.0,0,0,0,12,7185,0.6666666666666666,8,11,0,48937,17386,69,0,9,False
386,4,7,Caitlyn,Side.red,Lane.bot_lane,1.0,1443,1443,1443,5,5011,0.6,2,8,9,34111,7076,84,0,10,False
387,4,11,Ekko,Side.blue,Lane.jungle,6.0,1055,25948,1055,5,12806,2.2,5,16,10,214222,33267,51,0,52,True
388,11,4,Nidalee,Side.red,Lane.jungle,14.0,1988,25156,1988,5,16051,5.0,11,18,13,239316,44939,53,1,32,False
389,4,11,Zac,Side.red,Lane.jungle,10.0,290,11381,290,6,8247,2.0,2,13,41,91285,36261,20,1,22,True
390,4,7,Karma,Side.red,Lane.utility,7.0,418,1059,418,2,5729,4.5,2,9,12,15789,7424,8,0,43,True
391,14,12,Camille,Side.red,Lane.top_lane,2.0,3302,3302,3302,8,6194,0.625,3,11,11,44619,17594,96,1,10,False
392,4,12,Sylas,Side.blue,Lane.mid_lane,9.0,1443,2298,1443,9,10609,1.8888888888888888,8,14,31,96550,30417,124,0,27,False
393,11,4,Nidalee,Side.red,Lane.jungle,5.0,0,17485,0,7,8484,1.4285714285714286,5,12,3,121131,25612,24,0,24,False
394,4,12,Kennen,Side.blue,Lane.top_lane,10.0,2519,3239,2519,6,12855,2.833333333333333,7,17,28,123357,24290,171,0,24,True
395,4,12,Yasuo,Side.blue,Lane.top_lane,7.0,8519,26229,8519,3,14902,5.666666666666667,10,17,28,187274,26299,209,4,36,True
396,12,4,Viktor,Side.red,Lane.mid_lane,20.0,1978,22789,1978,5,16821,6.0,10,18,32,302925,26143,258,0,19,True
397,4,14,Thresh,Side.red,Lane.utility,2.0,0,0,0,2,5125,1.5,1,9,8,11094,4506,34,0,36,False
398,12,4,Renekton,Side.blue,Lane.top_lane,7.0,3486,6729,3486,4,10940,3.0,5,15,22,128323,25452,190,1,13,True
399,4,11,Zed,Side.red,Lane.jungle,8.0,1449,14240,1449,7,13981,2.4285714285714284,9,16,7,168087,26673,47,1,25,True
400,4,14,Teemo,Side.red,Lane.top_lane,9.0,4192,9281,4192,12,16944,1.1666666666666667,5,18,72,218488,39904,221,2,49,False
401,3,4,MissFortune,Side.red,Lane.bot_lane,7.0,0,6340,0,8,8576,1.25,3,12,8,91402,14922,156,0,19,False
402,4,14,Gragas,Side.blue,Lane.utility,17.0,0,1008,0,8,8251,2.625,4,12,44,26842,18632,10,0,53,True
403,12,4,Darius,Side.red,Lane.top_lane,3.0,7263,12442,7263,3,10327,2.333333333333333,4,14,17,118514,13961,178,2,14,False
404,12,4,Jax,Side.red,Lane.top_lane,4.0,2891,2891,2891,6,13414,1.0,2,18,10,190811,28911,249,1,27,False
405,4,14,Thresh,Side.red,Lane.utility,7.0,545,545,545,1,6433,10.0,3,11,23,24316,10259,34,0,63,False
406,14,4,Shen,Side.red,Lane.top_lane,2.0,1179,2937,1179,3,9179,3.0,7,14,25,82733,15004,146,1,13,False
