ID,Text,target
412,i feel so highly intimidated that i get flustered and cant form my words not even in english with her,fear
413,i denied my feelings amp claimed that we were less than what we were cause i was hesitant to jump into anything new,fear
414,i feel like i ought to be working on casual activism but that construes something that is potentially stressful so there wont be any update tomorrow,joy
415,i feel peaceful and unafraid certain that my god has my best interests at heart,joy
416,ive got all those books and i feel reluctant to sell them,fear
417,i feel deeply pleased as my hand plane takes off thin shavings of wood with a precision that is truly marvellous,joy
418,i had to take them out for a while leaving me feeling even more distressed,fear
419,i feel very popular and also a little pressure to keep it up which is exactly what i need,joy
420,i cant blog if im feeling inspired and once i do blog i lose inspiration,joy
421,i was made to feel like it was my fault that i couldn t control my husband and his violent behavior if they even believed it existed,anger
422,i don t feel petty,anger
423,during the weekend at home,anger
424,i will feel triumphant,joy
425,i still feel so irritable every day,anger
426,i really feel bothered about this specific issue because it feels like i just thrown a couple hundred euros against the wall,anger
427,im a marketer and i couldnt be bothered to investigate further which makes me feel that consumers probably cant be bothered either,anger
428,i feel reluctant to join the class trip to beijing,fear
429,i also chat when i feel frustrated with guys but now i think about my future husband,anger
430,i did not care much about the number of viewers and the viewer ratings before but as the drama iris gained huge success i began to feel greedy about being successful,anger
431,i predict that i have and what it takes to deal with a situation i feel safe,joy
432,im clearly influenced by the dash happiness of emily dickinson for example and i use dashes instead of colons or semi colons to enhance the feelings of rushed enjambment in the sonnet,anger
433,i feel deeply and truly content,joy
434,i set out on foot i feel comparatively strong light and free,joy
435,i feel a little frustrated an ache of longing has settled into my heart the weariness of life his slipped around my shoulders like an unwelcome friend,anger
436,i know at this point is im starting to feel doubtful of the decisions i made,fear
437,i honestly never expected to feel so vulnerable,fear
438,i feel really lucky to have found you as a resource and have always felt the answers i needed were there for the asking,joy
439,i am feeling envious of other nations that despite the very small land,anger
440,i feel jealous becasue i wanted that kind of love the true connection between two souls and i wanted that,anger
441,i feel now so uncomfortable with all of them i guess is me,fear
442,i was snapping at everybody and feeling very grumpy in general,anger
443,i feel insulted but i go out with him anyway,anger
444,im feeling quite mellow now in spite of having raging pms the past few days which means im likely to erupt with little or no warning,joy
445,i woke up feeling distressed instead of rested and it can be hard to change gears after that just ask mike two nights ago i dreamed that we were at my master s graduation which was in my dream held at a water park,fear
446,i can t even feel outraged by it,anger
447,i probably couldn t go back to washington permanently once the baby is here at least not for a while although i have been torn for a while about whether i want to yes bleu i know how you feel about this but i m still not completely convinced,joy
